200	0.10	2	1	0	1	0	0	1	0	0	0	0	0	0
12	60.00	32	1	1	1	1	0	1	1	1	2	0	1	0
5	0.00	7	1	0	0	0	1	0	0	1	1	0	0	1
40	0.00	3	1	0	0	1	2	0	2	0	2	0	0	2
1	0.05	4	0	0	0	1	0	0	0	0	0	1	2	1
0	0.00	12	0	0	0	1	1	1	0	1	1	0	0	0
0	0.00	8	0	1	1	0	1	0	1	1	2	1	0	0
0	0.00	13	0	0	0	1	0	1	1	1	0	0	0	0
0	240.00	9	1	0	0	0	0	2	1	1	1	0	2	0
0	420.25	5	0	0	1	1	0	0	1	0	0	0	0	1
0	600.50	14	0	0	0	1	2	0	1	2	2	0	0	2
0	780.75	27	1	2	0	1	0	0	1	0	0	1	1	2
0	1021.00	33	0	1	0	1	0	1	1	0	0	0	1	1
0	1201.25	22	0	0	0	1	1	0	1	1	0	0	0	1
0	1561.50	17	2	1	0	0	1	0	0	0	0	0	0	0
0	1801.75	57	0	0	0	3	1	1	1	0	2	0	0	1
0	1922.00	47	1	0	0	1	0	2	1	1	1	0	0	1
0	1982.25	23	0	0	1	2	0	0	0	0	0	0	0	1
0	1382.50	18	0	0	1	0	1	0	0	1	1	1	1	2
0	0.00	15	1	0	0	0	0	0	0	0	1	0	0	0
0	0.00	19	0	1	0	0	0	0	0	0	1	0	0	0
0	0.00	20	0	1	2	0	0	1	1	0	1	2	0	1
0	0.00	24	0	0	0	0	1	0	1	1	0	0	1	0
0	0.00	42	2	0	2	2	2	0	0	0	0	1	0	0
0	0.00	28	0	0	1	0	2	1	1	1	0	0	0	0
0	0.00	34	0	0	0	0	0	0	0	0	1	0	1	0
0	0.00	1	1	0	1	0	0	0	0	4	0	2	0	0
0	0.00	10	1	1	1	0	1	2	0	0	0	0	0	0
0	0.00	43	1	0	0	1	0	0	2	0	0	0	0	0
0	0.00	29	0	0	1	0	0	2	1	0	0	0	1	0
0	0.00	72	1	2	0	0	1	1	1	0	0	1	1	2
0	0.00	67	1	1	1	3	1	0	0	1	1	0	1	0
0	0.00	16	1	0	0	4	1	1	0	0	0	0	0	0
0	0.00	26	0	0	0	2	0	0	0	1	3	2	1	0
0	0.00	37	0	1	0	0	0	0	0	0	1	0	1	2
0	0.00	62	0	1	0	0	0	0	0	1	1	0	1	2
0	0.00	71	0	0	0	0	1	0	2	0	3	1	0	0
0	0.00	38	1	0	1	0	0	1	2	0	0	2	0	0
0	0.00	39	0	0	0	0	1	1	1	1	1	0	0	1
0	0.00	63	0	0	0	0	0	1	0	0	1	0	1	1
0	0.00	25	0	1	1	0	0	0	0	0	0	0	0	0
0	0.00	86	1	0	1	0	0	0	3	1	0	0	2	0
0	0.00	52	0	0	0	0	1	0	0	0	0	0	1	1
0	0.00	40	0	0	2	0	0	0	0	0	0	0	0	0
0	0.00	53	1	0	0	1	1	0	2	1	0	0	0	1
0	0.00	21	0	2	0	0	0	3	0	0	1	2	2	0
0	0.00	73	0	1	1	3	0	0	0	0	0	1	0	0
0	0.00	48	0	1	0	0	1	0	0	2	0	2	0	0
0	0.00	44	0	0	0	0	0	1	0	0	1	0	0	0
0	0.00	30	0	0	0	0	1	0	0	0	0	0	0	1
0	0.00	77	1	0	0	0	3	0	2	0	1	1	1	1
0	0.00	45	0	0	0	0	0	2	0	0	0	0	0	0
0	0.00	49	0	0	0	0	0	0	0	0	2	0	0	0
0	0.00	87	2	1	1	0	1	0	0	1	1	1	0	0
0	0.00	68	0	0	0	0	0	2	0	1	1	1	0	0
0	0.00	58	1	0	1	0	0	0	0	0	1	0	0	0
0	0.00	102	0	1	2	1	1	1	0	1	1	0	1	0
0	0.00	120	0	0	0	1	1	1	1	1	1	0	2	0
0	0.00	82	0	0	1	0	0	0	0	0	2	0	0	0
0	0.00	103	1	1	0	1	1	0	0	0	1	0	1	0
0	0.00	83	1	1	1	1	0	2	0	1	1	2	0	0
0	0.00	92	1	0	1	0	0	0	0	0	1	0	0	0
0	0.00	54	0	0	0	1	1	1	0	1	0	0	0	0
0	0.00	93	0	1	0	0	0	2	2	1	1	1	0	2
0	0.00	122	1	0	0	0	1	0	0	1	1	0	0	1
0	0.00	97	1	1	1	1	1	0	0	2	0	0	0	1
0	0.00	35	0	0	0	0	0	1	0	0	0	2	0	0
0	0.00	55	1	1	1	0	0	0	0	0	0	0	0	1
0	0.00	127	1	1	0	0	2	0	0	0	1	2	1	1
0	0.00	88	0	1	0	1	0	0	0	0	1	0	1	0
0	0.00	64	1	2	0	0	1	0	0	0	0	0	0	0
0	0.00	98	1	1	2	0	1	1	0	0	0	2	0	0
0	0.00	129	1	0	0	0	1	0	1	1	0	0	1	1
0	0.00	112	0	1	0	2	0	1	1	0	1	1	1	1
0	0.00	91	0	0	1	3	0	0	1	2	1	0	0	0
0	0.00	107	0	1	1	1	1	1	0	1	0	1	1	0
0	0.00	101	1	0	0	1	0	0	1	2	0	3	0	1
0	0.00	132	1	1	2	0	1	0	1	0	0	0	1	1
0	0.00	150	0	1	1	1	3	1	0	0	1	1	1	0
0	0.00	117	1	0	0	2	0	2	0	0	2	0	1	1
0	0.00	179	2	1	1	2	0	1	1	1	0	0	0	1
0	0.00	46	0	1	3	1	0	1	0	0	0	0	2	2
0	0.00	113	1	0	0	1	0	0	2	0	0	1	2	1
0	0.00	76	0	0	0	0	0	1	0	3	2	0	1	0
0	0.00	108	0	0	1	1	0	0	1	0	1	0	0	0
0	0.00	118	1	0	0	0	0	0	0	3	1	1	0	0
0	0.00	69	1	0	0	0	0	0	0	0	1	0	1	0
0	0.00	147	1	0	1	0	1	0	1	1	1	0	3	1
0	0.00	134	1	1	1	0	1	1	1	0	0	1	0	0
0	0.00	74	0	0	2	0	0	0	0	0	0	0	0	1
0	0.00	159	0	1	0	1	0	1	2	1	0	1	0	0
0	0.00	78	1	0	0	0	0	0	0	0	0	0	1	1
0	0.00	130	0	1	1	0	0	1	1	0	1	1	0	0
0	0.00	123	0	1	1	1	1	2	1	0	0	0	1	2
0	0.00	84	0	0	0	0	0	0	1	0	0	0	0	2
0	0.00	50	0	0	0	0	0	0	0	0	0	1	1	0
0	0.00	139	0	2	1	0	1	1	0	0	1	0	0	2
0	0.00	162	0	2	0	1	1	0	0	0	1	1	0	1
0	0.00	135	1	1	0	1	1	1	0	1	2	1	0	1
0	0.00	142	2	1	0	0	0	1	2	0	0	0	1	2
0	0.00	148	2	0	0	0	0	1	1	1	0	0	0	2
0	0.00	59	0	0	0	0	0	1	0	0	0	1	0	0
0	0.00	145	0	0	2	1	1	0	1	0	1	0	0	0
0	0.00	31	2	0	2	1	3	0	0	0	0	1	0	0
0	0.00	36	0	2	0	3	0	0	0	0	1	1	2	0
0	0.00	133	2	1	1	1	1	0	0	0	2	0	2	0
0	0.00	60	1	0	0	0	0	0	0	0	0	0	2	0
0	0.00	109	0	1	0	0	0	0	1	0	1	1	0	0
